"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","moTa","matTienM","duongVaoM","soTang","soPhongNgu","soPhongTam","noiThat","tienIchKemTheo","dacDiemXaHoi","phapLy","duongpho","duAn","huongNha","huongBanCong"
"505727","Nhà riêng","Kim Giang, Thanh Xuân, Hà Nội","Hoàng Đạo Thành, Kim Giang, Thanh Xuân, Hà Nội","3,9 Tỷ","50 m²","22/08/2020","06/10/2020","Bán gấp căn nhà Phố Hoàng Đạo Thành, Kim Giang, Thanh Xuân. Mô tả : - Nhà gồm 4 tầng :
- Tầng 1: Phòng khách + Bếp + Nhà ăn + Wc .
- Tầng 2,3 : 4 Phòng ngủ + Wc .
- Tầng 4 : Phòng thờ + Sân phơi .
- Ngôi nhà nằm ở vị trí đắc địa phố đẹp nhất Hà Nội. Thiết kế đẹp là một tuyệt phẩm cho ngôi nhà thổ cư hiện nay, nội thất nhập khẩu đẳng cấp, khuôn nhà vuông thông thoáng trước sau. Nhà còn mới sách ba lô ở ngay không cần chỉnh sửa.
- Quanh khu nhà có đầy đủ tất cả các tiện ích công cộng trường học bệnh viện, bể bơi . .. v .. v, phù hợp với tất cả mọi gia đình.
- Ngõ tránh oto cách 20m, Gần các trục đường chính như Kim Giang, Vành Đai 3, Nguyễn Trãi …. Giao thông thuật tiện.
- Sổ đỏ chính chủ.
- Giá 3.9 tỷ. (CÓ THƯƠNG LƯỢNG).
+ LH: HOÀNG HUỲNH – 0917493993.


Bán nhà Thanh Xuân",,,,,,,,,"Sổ đỏ","Hoàng Đạo Thành",,,
"505726","Nhà riêng","Quan Hoa, Cầu Giấy, Hà Nội","Cầu Giấy, Hà Nội","2,75 Tỷ","24 m²","22/08/2020","06/10/2020","Mô tả:
Ngõ 96 Cầu Giấy quá nổi bật với các cơ quan hành chính cấp Quận, tiện ích dịch vụ đầy đủ, trung tâm đi lại thuận tiện...
Nhà cách mặt ngõ 15m, ô tô đỗ đầu ngách, đi bộ vài bước chân vào nhà, ngõ trước nhà thoáng SH quay đầu, vị trí quá đẹp trong tầm giá.
Nhà tuy đã cũ nhưng công năng đầy đủ, thiết kế mỗi tầng 1 phòng + 1 wc, tổng 3 ngủ 4 vệ sinh, sơn sửa lại là đẹp như mới.
Sổ đỏ vuông vắn trước sau, chủ nhà cẩn thận cởi mở.",,,"5","4","4",,,,,"Cầu Giấy",,,
"505725","Nhà riêng","Vĩnh Tuy, Hai Bà Trưng, Hà Nội","Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội","2,85 Tỷ","40 m²","22/08/2020","06/10/2020","+ Nhà phố Minh Khai Quận Hai Bà Trưng Hà Nội: Hàng xóm Times City, tiện ích xung quanh bạt ngàn.
+ Nhà xây mới, đầy đủ hồ sơ thiết kế.
-Tầng 1: Phòng khách + bếp + vệ sinh.
-Tầng 2,3,4: Mỗi tầng 1 phòng ngủ + 1 vệ sinh.
-Tầng 5: Phòng thờ, sân phơi, view Times thoáng mát.
ẢNH THẬT NÓI KHÔNG VỚI ẢNH ẢO
+ Sổ đỏ vuông đẹp.
+ Giá 2.85 tỷ
+ Liên hệ NGUYỄN HẢI BĐS có số điện thoại 0904.230.330; 0948.035.861 để biết thêm chi tiết

Bán nhà Minh Khai Hai Bà Trưngbán nhà đường minh khai hai bà trưngbán nhà phố minh khai hai bà trưngbán nhà minh khai quận hai bà trưngbán nhà minh khai hà nội",,,,,,,,,"Sổ đỏ","Minh Khai",,,
"505724","Nhà riêng","Định Công, Hoàng Mai, Hà Nội","Định Công Thượng, Định Công, Hoàng Mai, Hà Nội","3,2 Tỷ","50 m²","22/08/2020","06/10/2020","CÁCH Ô TÔ 15M. MẶT TIỀN RỘNG, GẦN CHỢ, NGÕ BA GÁC PHÓNG, TIỆN ÍCH ĐẦY ĐỦ
+ Vvị trí cực đẹp, cách ô tô 15m. Ngõ ba gác phóng. Trước nhà rộng, để nhiều xe máy.
+ Ngõ 18 Định Công Thượng to như phố, kinh doanh sầm uất, ô tô tránh nhau thoải mái. Nhà cách ngõ nửa phút đi bộ. Gần chợ Cầu Lủ, cách trường Tiểu học và THCS Định Công 500m. Xung quanh tiện ích không thiếu gì.
+ Chủ nhà dân xây dựng nên thiết kế hợp lý và xây cực kì chắc chắn.
+ Tầng 1 phòng bếp rộng thênh thang và khu để xe. Tầng 3,4: 4 phòng ngủ và thờ. Tum trên cùng để phơi quần áo.

+ Nhà thoáng trước sau, phòng nào tràn đầy ánh sáng. Ban công rộng, mát.
+ Sổ đỏ chính chủ.
+ Giá 3.2 tỷ (có thương lượng).
+ LH: HOÀNG HUỲNH – 0917493993.


Bán nhà Hoàng Mai",,,,,,,,,"Sổ đỏ","Định Công Thượng",,,
"505720","Nhà phố Shophouse","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","80 Triệu/m²","100 m²","22/08/2020","06/10/2020","- Vị trí vàng tại quận Hoàng Mai: mặt đường Tân Mai, từ Giải Phóng rẽ vào 1km, cạnh chợ đầu mối, ra Tam Trinh rất gần
- Thừa hưởng vượng khí từ hồ Đền Lừ và hồ Yên Sở,2 mặt hồ
- Pháp lý minh bạch
- Khu đô thị mở, kết nối trung tâm, tiềm năng tăng giá cực lớn
- Mức giá thấp nhất thị trường
* Loại hình
+ Liền kề: 93-100m2 xây 5 tầng, mặt tiền 5m
+ Biệt thự: 266-300m2 xây 4 tầng 1 hầm
Thiết kế theo phong cách Tân cổ điển cực kì sang trọng và đẳng cấp
- Bàn giao: quý IV/2021
HOTLINE: 0964544861 Khách hàng liên hệ để nhận tư vấn và tham quan thực tế dự án
",,,,,,,,,"Sổ hồng",,,,
"505719","Nhà riêng","Bạch Đằng, Hai Bà Trưng, Hà Nội","Đầm Trấu, Bạch Đằng, Hai Bà Trưng, Hà Nội","9 Tỷ","55 m²","22/08/2020","06/10/2020","+ Khu Đầm Trấu đối diện tòa SunGrandCity, cách bệnh viện 108 tầm 300m, vài phút đi xe tới Times City, 5p tới trung tâm phố cổ, trường học, trường mầm non ngay cạnh, khu Hai Bà Trưng giáp ranh Hoàn Kiếm, tiện ích số 2 không nơi nào dám nhận số 1.
+ Diện tích không thể nói nên giá trị trong một căn nhà siêu đẹp, nhà chủ tự xây tâm huyết, mới ở được 1 năm, gia chủ tâm huyết với ngôi nhà mình xây dựng, nội thất tất cả đều được làm bằng gỗ hương và gỗ pơ mu, thiết kế hiện đại trẻ trung mà không mất đi vẻ đẹp giản dị thanh lịch con người Hà Nội.
+ Nhà xây 5 tầng, Thoáng trước thoáng sau, gara ô tô sẵn sàng, thiết kế tầng 2 phòng 1 phụ, cầu thang giữa, bố trí các tầng như sau:
- Tầng 1: Để xe, Wc, phòng khách.
- Tầng 2: 1 phòng ngủ, 1 bếp, 1 WC.
- Tầng 3 + 4: Mỗi tầng 2 phòng ngủ + 1 Wc.
- Tầng 5: sân phơi.
+ Khu vực an sinh siêu đỉnh, vào nhà thoát lên nét vượng khí, gia chủ ở rất lộc, mong muốn bán nhanh nên tặng lại toàn bộ nội thất cho khách có duyên.
+ Hàng xóm toàn quan chức về hưu, thân thiện hòa đồng tốt bụng.
+ Sổ đỏ chính chủ, giá cả thương lượng trực tiếp chủ nhà.
Xem nhà miễn phí gọi Thế Anh 0326870869.
",,,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Gần chợ","Sổ đỏ","Đầm Trấu",,,
"505717","Đất nền khu dân cư","Ngọc Thụy, Long Biên, Hà Nội","Ngọc Thụy, Long Biên, Hà Nội","900 Triệu","32 m²","22/08/2020","06/10/2020","Siêu phẩm đất hiếm, ở hoặc đầu tư đều ô-sờ-kê, 32,xm2 sổ đỏ riêng vuông vắn, ô tô đỗ tận cửa, đối diện khu Sinh Thái Bắc Cầu đang thu hút khách Du lịch, Thành Phố Ven sông đang triển khai, tương lai đẹp nhất khu vực.
- Giá 900tr có gia lộc nhẹ~~~~~

Liên hệ sđt hoặc zalo: 0989998427 (em Mến)",,,,,,,,,,,,,
"505712","Căn hộ Cao cấp","Tây Mỗ, Nam Từ Liêm, Hà Nội","Đại lộ Thăng Long, Tây Mỗ, Nam Từ Liêm, Hà Nội","2,3 Tỷ","63 m²","22/08/2020","06/10/2020","IMPERIA SMARTCITY
- Nằm tại vị trí trái tim quần thể Vinhomes Smartcity Tây Mỗ gần hồ và công viên trung tâm,ngay cạnh nhà để xe thuận tiện việc đi lại
- Là phiên bản nâng cấp của Vinhomes Smartcity với sảnh lễ tân và bảo vệ
- Sở hữu trọn vẹn toàn bộ tiện ích như cư dân Vin: trường học, bệnh viện, TTTM, vườn Nhật, công viên….
- Thiết kế căn hộ đa dạng
+ Studio: 28-32m2
+ Căn hộ 1PN+1: 43m2
+ Căn hộ 2PN+1WC : 55m2
+ Căn hộ 2PN+2WC: 64m2
+ Căn hộ 3PN : 75,6 – 76,2m2
* Chính sách bán hàng cực ưu đãi
- Thanh toán sớm 95% GTCH ck đến 10%
- Chỉ 15% GTCH kí HĐMB hỗ trợ vay 70% lãi suất 0% trong 24T
- Miễn phí 3 năm phí quản lí dịch vụ
- Gói quà tặng Smarthome 35tr
𝐇𝐨𝐭𝐥𝐢𝐧𝐞: 𝟎𝟗𝟔𝟒.𝟓𝟒𝟒.𝟖𝟔𝟏
Khách hàng liên hệ để nhận bảng giá và phương án tài chính tối ưu




",,,,"2","2","Sàn gỗ/đá,Trần thả,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Sổ đỏ","Đại lộ Thăng Long",,,
"505711","Nhà mặt phố","Dịch Vọng, Cầu Giấy, Hà Nội","xuân thủy, Dịch Vọng, Cầu Giấy, Hà Nội","19 Tỷ","88 m²","22/08/2020","06/10/2020","Chính chủ bán nhà Mặt Phố Xuân Thủy, Diện tích 88m x 2 tầng , 2 mặt tiền.vỉa hè 4m.

Nhà nằm tại vị trí đắc địa , kinh doanh rất tốt, hiện đang cho o thuê rất cao, đối diện là nhiều trường đai học, sư phạm, báo chí, Quốc Gia, Ngoại Ngữ...và các trung tâm thương mại lớn.
Là cơ hội sở hữu của nhiều nhà đầu tư cũng như người tiêu dùng .....
Giá: Rất hợp lý..
Liên hệ: 0941.588.666",,,"2","3","2",,,,,"Xuân Thủy",,,
"505709","Nhà riêng","Yên Hòa, Cầu Giấy, Hà Nội","Yên Hòa, Yên Hòa, Cầu Giấy, Hà Nội","3,68 Tỷ","48 m²","22/08/2020","06/10/2020","Mô tả:
+ Sổ nét căng.
+ Diện tích xây dựng: 30m, 18m làm ngõ chung.
+ Thiết kế mỗi tầng 1 phòng ngủ, 1WC rộng, thoáng.
+ Nội thất sang, sàn, cầu thang, cửa gỗ Lim Lào nguyên khôi, chắc chắn; tủ, bếp từ ->>> Chủ tặng hết, khách chỉ xách vali về ở ngay.
+ Ngõ thẳng tắp, 20m ra phố
+ Khu vực trung tâm quận, giao thông thuận tiện đi các ngả.
+ Liên hệ Mr Linh - 0832129669 ( Miễn môi giới , chủ nhà thiện chí , thủ tục nhanh gọn )
",,,,,,,,,,"Yên Hòa",,,
"505707","Đất nền khu dân cư","Đức Giang, Long Biên, Hà Nội","Đức Giang, Long Biên, Hà Nội","5,1 Tỷ","52 m²","22/08/2020","06/10/2020","
- Mặt phố Vip Ngô Gia Tự - Hoa Lâm giá trong ngõ chưa đến 100tr/m
- Vỉa hè, ô tô 6 làn, kinh doanh, văn phòng bất chấp mọi kiểu hình, tiện ích gần chợ Ô Cách, cợ Việt Hưng, KĐT Việt Hưng, Bệnh viện Đức Giang,...
- Sổ đỏ vuông đẹp, hàng xóm Ủy ban Phường, sang tên vài bước.


Liên hệ kết nối chính chủ:0989998427 (em Mến).",,,,,,,,,,,,,
"505705","Nhà mặt phố","Trung Hòa, Cầu Giấy, Hà Nội","Nguyễn Khang ,Trung Hòa, Cầu Giấy, Hà Nội","19 Tỷ","40 m²","22/08/2020","06/10/2020","Chính chủ bán nhà mặt phố Nguyễn Khang, Diện tích 40m x5 tầng, 2 mặt tiền, vỉa hè 4m. giá 14.5 tỷ


Nhà được thiết kế tầng 1,2,3 kinh doanh, view kính thoáng , nằm tại vị trí gần ngã ba, lưu lượng người qua lại đông.....

Phù hợp với mọi mô hình kinh doanh ..

Nằm tại vị trí đắc địa có 1 ko 2... cho thuê giá rất cao.....

Giá: 14.5 tỷ ( có thương lượng)

Liên hệ : 0941.588.666",,,"5","5","5",,,,,"Nguyễn Khang",,,
"505704","Nhà mặt phố","Trung Phụng, Đống Đa, Hà Nội","Khâm Thiên, Trung Phụng, Đống Đa, Hà Nội","6,5 Tỷ","70 m²","22/08/2020","06/10/2020","Nhà mặt đường chợ khâm thiên, kinh doanh tấp nập, ô tô qua nhà, khu đông dân cư vừa ở vừa kinh doanh đạt hiệu suất cao.
Đường thông tứ tung, Tám hướng: Sang Xã Đàn đi Đê La Thành thông Lê Duẩn ra Văn Chương...
Gần Trường Văn Chương, Lê Quý Đôn, Ngay Hồ Ba Mẫu, Hồ Đắc Di...Bán kính cây số vô vàn tiện ích.
Hiện tại đang cho thuê tạp hóa bán hàng 10 triệu 1 tháng, mua về tiếp quản hợp đồng, hay tự kinh doanh càng tốt..
Thông số cụ thể: Diện tích 70m2 trong sổ, mặt tiền hơn 4m nhà 3 tầng ở thoải mái sổ đẹp.
-Tầng 1. KD thông sàn wc cầu thang giữa.
-Tầng 2. 2 phòng ngủ wc giữa
-Tầng 3. 1 ngủ 1 phòng thờ sân phơi rộng .
Nhà cũ mua về cơi nới lên tầng thoải mái, khu phố đông đúc, vừa ở vừa kinh doanh.
Chủ thân thiện, giá vào việc nhanh gọn. Sổ chính chủ, vuông đẹp.
LH Mr Thanh 0337.226.866 . Để biết thêm chi tiết căn nhà kinh doanh tuyệt vời này cũng như nhà đất rẻ đẹp quanh Đống Đa, Thanh Xuân ạ.",,,,,,,,,"Sổ đỏ","Khâm Thiên",,,
"505703","Nhà riêng","Tây Hồ, Hà Nội","Tây Hồ, Hà Nội","3,6 Tỷ","35 m²","22/08/2020","06/10/2020","_ Bán nhà phố Nghi Tàm Tây Hồ, diện tích 35m, 5 tầng, giá 3,6 tỷ.
_ Vị trí nhà rất đẹp thẳng tắp, 100m ra ô tô tránh, ngõ nông, thoáng, cực sạch sẽ, khu vực toàn quân đội, dân trí cao, an ninh tuyệt đối, 5p đi bộ ra Hồ Tây, mấy phút lên phố cổ Hoàn Kiếm.
_ Nhà xây 5 tầng kiên cố, phòng ngủ rộng rãi, vệ sinh khép kín, nhà cực thoáng, sang, trước sau có khe thoáng cả 1m, chủ để lại toàn bộ nội thất.
_ Sổ đỏ vuông vắn, phân lô Quân Đội, sẵn giao dịch.",,,,,,,,,,,,,
"505701","Đất nền khu dân cư","Việt Hưng, Long Biên, Hà Nội","Việt Hưng, Long Biên, Hà Nội","2,5 Tỷ","51 m²","22/08/2020","06/10/2020","
- Mặt Phố Lệ Mật, ngõ ô tô thông, sổ đỏ 51m2 vuông vắn, thiết kế gara ô tô vào, tiện ích BIG C Long Biên, trường học các cấp, KĐT Việt Hưng,...
- Mảnh đất vàng, Phố Lệ Mật đất chưa bao giờ rớt giá.
- Sang tên trong ngày. Giá chào gia lộc 2.5tỷ/ 52m2

Liên hệ kết nối chính chủ:0989998427 (em Mến).",,,,,,,,,,,,,
"505697","Nhà riêng","Đống Mác, Hai Bà Trưng, Hà Nội","Nguyễn Cao, Đống Mác, Hai Bà Trưng, Hà Nội","3,5 Tỷ","42 m²","22/08/2020","06/10/2020","Bán Nhà Siêu Đẹp Phố Nguyễn Cao, Hàng Hiếm, 4 Tầng, 42m2, Giá 3 tỷ 5

+ Nhà đẹp ngõ nông thông sang Cảm Hội, cách phố Nguyễn Cao vài bước chân, gần vườn hoa Paster, gần phố Lò Đúc, Tăng Bạt Hổ, viện 108, đi 7' tới Hồ Hoàn Kiếm, ngõ nông.
+ Nhà xây chắc chắn thiết kế tầng 2 phòng tổng 4 phòng ngủ, tầng 1 phòng khách + bếp, tầng 4 phòng thờ + sân phơi.
+ Thông tin pháp lý: Sổ đỏ chính chủ.
+ Giá : 3.5 Tỷ ( Có thương lượng)
+ LH: Mr. Hùng 0962 558 528 ( Miễn phí khách mua)
",,,,,,,,,,"Nguyễn Cao",,,
"505696","Nhà riêng","Hai Bà Trưng, Hà Nội","Lạc Trung, Hai Bà Trưng, Hà Nội","2,4 Tỷ","33 m²","22/08/2020","08/09/2020","Chính chủ cần bán nhà tại vị trí đắc địa phố Lạc Trung quận Hai Bà Trưng, sổ chính chủ vuông vắn, nở hậu.
Liên hệ: Anh Điền 0963998060
Vị trí cực hiếm, chỉ 3 bước chân ra đường xe tải tránh nhau, khu vực cực kỳ mát mẻ, nhiều cây cối.
Ngay sát nhà là siêu thị Vinmart cực rộng, các trường học và tiện ích cơ bản. Cách mặt phố Lạc Trung chỉ 200m. Cách hồ Hoàn Kiếm chỉ vài phút di chuyển.
Nhà thiết kế cực kỳ chắc chắn, hiện đại với mặt tiền rộng có 2 mặt thoáng, nhà đầy đủ công năng với 3 phòng ngủ rộng.
Diện tích 33m2, mặt tiền 5.5m, giá 2.4 tỷ

lac trunghai ba trungkim nguuo to do cuao tosieu thitruong hoc","5.5",,"3","3","3","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Truyền hình cáp,Internet","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Gần chợ","Sổ đỏ","Lạc Trung",,,
"505694","Nhà riêng","Nguyễn Trãi, Hà Đông, Hà Nội","Tản Đà, Nguyễn Trãi, Hà Đông, Hà Nội","3,5 Tỷ","40 m²","22/08/2020","06/10/2020","Nhà xây 05 tầng thoáng, hướng Đông Nam cực mát thiết kế tiện dụng, công năng sử dụng tối đa. Khu dân cư đông đúc, ô tô đỗ gần. Nhà gần chợ Hà Đông và cách bệnh viện 103 và viện K 600m, quận ủy Hà Đông 300m, vị trí nhà đắc địa, ngõ rộng thuận tiện đi lại, gần trường học, nhà văn hóa, khu vui chơi, dân trí cao vàan ninh tốt.
- Diện tích sử dụng 40 m2.
- Mặt tiền: 5m
- Hướng nhà: Đông Nam

* Thiết kế chi tiết:
+ Tầng 1: Phòng khách, bếp và WC.
+ Tầng 2-3: mỗi tầng 02 phòng ngủ rộng và 1WC.
+ Tầng 4: 01 phòng master rất rộng và WC
+ Tầng 5: phòng thờ + sân phơi.
* Nội thất: Sử dụng toàn bộ nội thất trung cao cấp bao gồm cửa chính 02 lớp, tủ bếp gỗ tự nhiên, cầu thang và tay vịn cầu thang gỗ đặc tự nhiên từ dưới lên trên, điều hòa các phòng, đầy đủ thiết bị vệ sinh phòng tắm bình nóng lạnh, hệ thống đèn Led tiết kiệm điện, cửa thông phòng gỗ Lim, điện nước đầy đủ, trang trí trần đẹp bắt mắt và nhiều tiện nghi khác. Quý khách mua nhà dọn về ở ngay.

* Pháp lý: Sổ đỏ chính chủ..
* Giá: 3,5 tỷ (có thương lượng và bao sang tên sổ đỏ cho khách mua có thiện chí).
Hỗ trợ vay ngân hàng lãi suất ưu đãi (nếu khách có nhu cầu).
Liên hệ: 0916191688 Lê Văn Lân để xem nhà thực tế.
","5","4","5","5",,,,,"Sổ đỏ","Tản Đà",,"Đông-Nam","Đông-Nam"
"505692","Nhà riêng","Phương Canh, Nam Từ Liêm, Hà Nội","Phương Canh, Nam Từ Liêm, Hà Nội","2,35 Tỷ","30 m²","22/08/2020","06/10/2020","Nhà 4 tầng Phương Canh, Xây Đôc Lập, Mới hiện đại. giá 2,35ty(TL)
*Nhà mới xây 4 tầng mới đẹp
- Diện tích: 30m2 x 4tầng.
- Mặt tiền: 5m.
- Hướng: Đông
* Gồm 4 Tầng thiết kế hiện đại
- Tầng 1: Nhà để xe, phòng bếp, nhà vệ sinh.
- Tầng 2: Phòng ngủ+vs
- Tầng 3: Phòng ngủ +vs
-Tầng 4: Phòng thờ sân phơi
*Nội thất mới sịn xò
-Tủ bếp gỗ, bàn bếp mặt đá, bếp âm và quat hút mùi
- Cầu thang mặt đá, tay vịn gỗ
- Thiết bị vệ sinh cao cấp đầy đủ, vòi hoa sen, bệ ca0 cấp
- Thiết bị chiếu sáng đèn led. Và các thiết bị đầu chờ có sẵn
- Sàn lát đá hoa, trần thạch cao
*Vị Trí:Cách đường Phương Canh 70m, lưu thông thuận tiện đi nội thành, mỹ đình, ngã tư nhổn
- Cách Mỹ Đình 3km,
-Cách Nhổn 1km
*Gần chợ dân sinh, trường Học cấp 1,2,3. Khu vực dân trí cao, an ninh đảm bảo
*Quý khách có thể vừa ở vừa cho thuê và có nguồn thu nhập ổn định hàng tháng
*Sổ đỏ chính chủ.
*Bao tên cho khách sang sổ
*Giá: 2.35tỷ (Có TL), Hỗ trợ vay vốn ngân hàng lên đến 70%
Lh E Long. Nhận ký gửi mua bán nhà đất, tư vấn pháp lý , Hỗ trợ thủ tục.",,,"4","3","3",,,,,,,"Đông","Đông"
"505689","Văn phòng","Bạch Mai, Hai Bà Trưng, Hà Nội","Bạch Mai, Bạch Mai, Hai Bà Trưng, Hà Nội","32 Tỷ","140 m²","22/08/2020","06/10/2020","Bán tòa nhà 9 tầng xây mới tại phố Bạch Mai Quận Hai Bà Trưng. 140m, gara ô tô, thang máy...0392389012

Mô tả:
+ Nhà ở vị trí rất đẹp, trước nhà cực thoáng.
+ Toà nhà xây 9 tầng mới cứng trên diện tích 140m2, mặt tiền rộng gần 6m, thiết kế hiện đại thang máy Nhật xịn. Tầng 1 ( với mặt sàn rộng mênh mông ) và 2 thông sàn, các tầng trên mỗi tầng chia 2 phòng, các tầng đều với mặt sàn cực rộng nên phù hợp với nhiều loại hình kinh doanh: Trung tâm thẩm mỹ viện, trung tâm ngoại ngữ, nhà hàng quán bar, bệnh viện tư nhân, siêu thị, trường mầm non hoặc có thể 1 công ty lớn có thể làm trụ sở...
+ Khu vực trung tâm quận Hai Bà Trưng gần rất nhiều các trường Đại Học lớn, bệnh viện. Giao thông cực thuận tiện di chuyển vào trung tâm phố cổ chỉ vài phút.
+ Sổ đỏ chính chủ, vuông đẹp.
+ Chủ thiện chí bán, giá 32 tỷ có thương lượng.
Liên hệ: 0392289012. Ms Hiếu.","6",,"9",,,,,,,"Bạch Mai",,,
"505688","Nhà riêng","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Hoàng Mai, Hà Nội","2,85 Tỷ","36 m²","22/08/2020","06/10/2020","+ Gia đình cần bán gấp nhà Kim Đồng, ngôi nhà nằm tại vị trí cực kì thuận lợi với nhiều tiện ích như: Gần BX Giáp Bát, chợ, Bệnh Viện Bạch Mai, trường học các cấp, ĐH lớn như Bách Khoa, Kinh Tế Quốc Dân, Xây Dựng.
+ Ngõ trước nhà rộng thông thoáng xe ba gác tránh, cách ô tô 30m. Ngôi nhà thông ra nhiều con phố kinh doanh sầm uất lớn như Trương Định, Tân Mai, Giải Phóng, Phố Vọng…
+ Nhà thiết kế hiện đại diện tích 36m2 gồm 5 tầng, Phòng khách-Bếp-Wc đầy đủ, chỉ việc dọn về ở luôn.
+ Tư vấn xem nhà 24/7, miễn phí 100%.
+ LH: Đức Anh, 0394542920 zalo ( miễn trung gian, môi giới).
",,,,,,,,,,,,,
"505687","Nhà riêng","Trung Hòa, Cầu Giấy, Hà Nội","Hoàng Ngân, Trung Hòa, Cầu Giấy, Hà Nội","4 Tỷ","40 m²","22/08/2020","06/10/2020","- Nhà hướng tây tứ trạch rất mát mẻ, thông thoáng, chỉ 15m ra đường ô tô, ngõ rộng thẳng tắp, nhà cực kỳ thoáng, đường trước nhà 2,5m, thông tứ tung.
- Nhà mới hoàn thiện với diện tích 40m2 xây 5 tầng thiết kế cực kỳ hợp lý và hiện đại với tổng 4 phòng ngủ.
- Nằm tại phố Hoàng Ngân Trung tâm của thành phố, khu vực rất hiếm nhà bán thông ra những tuyến phố lớn: Lê Văn Lương, Nguyễn Thị Thập, Nguyễn Thị Định, Hoàng Đạo Thúy, Quan Nhân, giao thông vô cùng thuận tiện, dân cư đông đúc, nội thất tiện nghi,rất gần các trường đại học: Đông Đô, Đại Nam, Phan Đình Giót, Amsterdam, trung tâm thương mại lớn, tiện ích không thiếu thứ gì.

Liên hệ 0978191014 em Liên ngay để sở hữu em nó.
Thanh XuânĐống ĐaHà Nộiô tôkinh doanh5 tỷmặt phốngõ thông thoáng",,"3","5","4",,,,,"Sổ đỏ","Hoàng Ngân",,,
"505684","Nhà riêng","Hoàng Mai, Hà Nội","Hoàng Mai, Hà Nội","3,15 Tỷ","40 m²","22/08/2020","06/10/2020","+ Nhà để ở nên xây rất kiên cố, vững chắc, thiết kế hiện đại, nhà có 5 tấng 3 phòng ngủ đầy đủ công năng, chỉ việc dọn về ở luôn.
+ Nhà ngõ sạch sẽ thoáng mát xe ba gác tránh, vài bước chân có thể ra mặt đường Giải Phóng, Phố Vọng, Đại Từ, Định Công. Nhà rất gần Chợ Thịnh liệt, Bệnh viện, Bến xe Giáp Bát, Nước Ngầm, ĐH Bách Khoa, Kinh Tế Quốc Dân, Xây Dựng.
+ Khu vực an sinh đỉnh, sổ đỏ vuông vắn cất két chờ giao dịch.
+ Tư vấn 24/7 miễn phí 100%.
LH: Đức Anh 0394542920, zalo ( miễn trung gian, Môi giới).
",,,,,,,,,,,,,
"505683","Đất nền","Quảng An, Tây Hồ, Hà Nội","Đặng Thanh Mai, Quảng An, Tây Hồ, Hà Nội","12,3 Tỷ","70 m²","22/08/2020","06/10/2020","Thông tin mô tả
Dân trí cao, an ninh đảm bảo, giao thông thuận tiện toàn khách Tây thuê.
+ Vị trí cực đẹp, đắc địa khu vip, Đặng Thai Mai, Tây Hồ, văn minh, lịch, sự. Gần ngã ba giao với phố Xuân Diệu, đường trước nhà thoáng rộng 2 ô tô tránh, mảnh đất vàng nằm ngay Hồ Tây lung linh lộng gió, không khí trong lành, thoáng, mát. Xung quanh nhiều tiện ích đẳng cấp như: Gần ngay khu đất thánh, phủ Tây Hồ nổi tiếng, biệt thự của những người thành đạt cho thuê, nhà hàng, siêu thị, trường học, tiểu học, THCS, THPT Chu Văn An, bệnh viện và chợ.
+ Diện tích: 70m2, mặt tiền 4 m, hướng Đông Bắc.
+ Mảnh đất đẹp, riêng biệt, khoảng không bao la, khách mua xây ở hoặc cho thuê dịch vụ đều tốt.
+ Sổ đỏ chính chủ, vuông như tờ A4, pháp lý sạch, rõ ràng. (giao đất ngay).
+ Giá chào: 12,3 tỷ (có thương lượng).
+ Liên hệ chi tiết: BĐS thổ cư: 0945. 984.065. (miễn trung gian và quảng cáo).",,,"1","1","1",,,,,,,,
